rows,cols,fill,NNZ,threads,timeData,timeTot
1000,1000,0.05,0,1,13,97
2000,2000,0.05,0,1,47,472
3000,3000,0.05,0,1,128,1365
4000,4000,0.05,0,1,204,2727
5000,5000,0.05,0,1,380,4985
6000,6000,0.05,0,1,482,7547
7000,7000,0.05,0,1,805,13643
8000,8000,0.05,0,1,1058,19655
9000,9000,0.05,0,1,1160,23222
10000,10000,0.05,0,1,1508,31533
