rows,cols,fill,NNZ,threads,timeData,timeTot
1000,1000,0.05,-1633353728,1,0,502
2000,2000,0.05,0,1,0,2801
3000,3000,0.05,0,1,0,7595
4000,4000,0.05,0,1,0,12854
5000,5000,0.05,0,1,0,20621
6000,6000,0.05,0,1,0,28941
7000,7000,0.05,0,1,0,43834
8000,8000,0.05,0,1,0,69616
9000,9000,0.05,0,1,0,82929
10000,10000,0.05,0,1,0,111939
