rows,cols,fill,NNZ,threads,timeData,timeTot
1000,1000,0.05,97528,1,0,472
2000,2000,0.05,389987,1,0,2830
3000,3000,0.05,877453,1,0,6541
4000,4000,0.05,1560056,1,0,13023
5000,5000,0.05,2437447,1,0,21083
6000,6000,0.05,3509611,1,0,29337
7000,7000,0.05,4777866,1,0,41709
8000,8000,0.05,6239782,1,0,69780
9000,9000,0.05,7897698,1,0,94196
10000,10000,0.05,9750660,1,0,110935
