rows,cols,fill,NNZ,threads,timeData,timeTot
100,100,0.05,0,1,0,11
200,200,0.05,0,1,0,107
300,300,0.05,0,1,0,403
400,400,0.05,0,1,1,984
500,500,0.05,0,1,2,2029
600,600,0.05,0,1,3,3792
700,700,0.05,0,1,5,6235
800,800,0.05,0,1,6,10047
900,900,0.05,0,1,8,14639
1000,1000,0.05,0,1,13,20569
