rows,cols,fill,NNZ,threads,timeData,timeTot
100,100,0.05,0,1,0,346
200,200,0.05,0,1,0,2937
300,300,0.05,0,1,0,11057
400,400,0.05,0,1,0,27537
500,500,0.05,0,1,0,50254
600,600,0.05,0,1,0,90279
700,700,0.05,0,1,0,148190
800,800,0.05,0,1,0,233700
900,900,0.05,0,1,0,308585
1000,1000,0.05,0,1,0,450967
