rows,cols,fill,NNZ,threads,timeData,timeTot
100,100,0.05,2179,1,0,343
200,200,0.05,15723,1,0,3027
300,300,0.05,47002,1,0,10913
400,400,0.05,99877,1,0,27629
500,500,0.05,176159,1,0,51851
600,600,0.05,277322,1,0,93036
700,700,0.05,403775,1,0,149289
800,800,0.05,547616,1,0,223352
900,900,0.05,718912,1,0,325905
1000,1000,0.05,898871,1,0,459955
