rows,cols,fill,NNZ,threads,timeData,timeTot
100,100,0.05,2209,1,0,9
200,200,0.05,15664,1,0,109
300,300,0.05,47184,1,0,389
400,400,0.05,100388,1,1,961
500,500,0.05,175072,1,2,1986
600,600,0.05,279037,1,3,3723
700,700,0.05,402519,1,4,6099
800,800,0.05,545590,1,9,9540
900,900,0.05,716439,1,9,14161
1000,1000,0.05,900957,1,12,19794
