rows,cols,fill,NNZ,threads,timeData,timeTot
10,10,0.05,2,40,0,0
100,100,0.05,2126,40,0,12
1000,1000,0.05,911803,40,13,20609
10000,10000,0.05,99790020,40,1514,40972439
